Question,Answer
I feel so isolated,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I feel desolate and alone,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Sometimes I feel like I've been abandoned,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
No one wants to spend any time with me,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Nobody cares about me,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Nobody likes me,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Nobody wants me around,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Nobody wants to be my friend,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Nobody wants to be with me,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Nobody wants to play with me,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Nobody wants to spend time with me,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Nobody wants to talk to me,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Sometimes I feel blue and alone,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Sometimes I feel deserted,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Sometimes I feel isolated,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
No one wants to do things with me,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Sometimes I feel lonely,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Sometimes I feel sad and lonely,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
The world is a lonely place,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
There's no one for me to talk to,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
There's no one here to keep me company,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
There's no one to hang out with,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
There's no one to play with,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
There's no one to talk to,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
What happened to all my friends?,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Where did all my friends go?,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Why can't I make any friends?,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Why doesn't anyone like me?,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Why don't I have any friends?,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Sometimes I feel desolate and alone,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I'm tired of playing solitaire with life,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I'm alone in the world,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I'm feeling a little alone today,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I'm forever alone,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I'm friendless,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I'm going to die alone,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I'm isolated,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I'm lonesome,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I'm so alone,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I'm so lonely,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I'm so lonesome,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I'm so lonesome I could cry,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I'm so tired of being alone,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
No one wants to play with me,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
No one cares about me,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
Why don't I have friends?,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
No one wants to be with me,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
No one wants me around,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
No one wants me,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
No one thinks about me,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I'm so tired of feeling lonely,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
No one ever thinks about me,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I'm tired of being alone,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
My life is lonely,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I've been deserted,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I've been abandoned,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
It's a cruel world and I'm lonely,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I'm totally isolated,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
No one wants to hang out with me,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
No one gives a crap about me,"I'm really sorry to hear that. I hope things get better, and I'm here if you want to chat."
I love to cook,How lovely!
I love music,How lovely!
I love my family,How lovely!
I love drinking,How lovely!
I love playing football,How lovely!
I love cheeseburgers,How lovely!
I love ponies,How lovely!
I love New York,How lovely!
I love walking,How lovely!
I love tuesdays,How lovely!
I love Korean food,How lovely!
I love hip hop,How lovely!
I love history,How lovely!
I love horror movies,How lovely!
I love hunting,How lovely!
I love ice cream,How lovely!
I love Independence day,How lovely!
I love London,How lovely!
I love journaling,How lovely!
I love Hanukkah,How lovely!
I love Kwanza,How lovely!
I love LA,How lovely!
I love ladies night,How lovely!
I love lamp,How lovely!
I love learning,How lovely!
I love life,How lovely!
I love a challenge,How lovely!
I love Japanese food,How lovely!
I love getting valentines,How lovely!
I love foxes,How lovely!
I love free speech,How lovely!
I love french fries,How lovely!
I love fresh bread,How lovely!
I love fresh flowers,How lovely!
I love fresh fruit,How lovely!
I love fridays,How lovely!
I love hiking,How lovely!
I love getting a compliment,How lovely!
I love Hawaii,How lovely!
I love glasses,How lovely!
I love going to church,How lovely!
I love going to the movies,How lovely!
I love golfing,How lovely!
I love gossip,How lovely!
I love Halloween,How lovely!
I love massages,How lovely!
I love gardening,How lovely!
I love my pet,How lovely!
I love my hometown,How lovely!
I love my house,How lovely!
I love my house plants,How lovely!
I love my job,How lovely!
I love my kids,How lovely!
I love my laptop,How lovely!
I love lobsters,How lovely!
I love my new shoes,How lovely!
I love my grandfather,How lovely!
I love my phone,How lovely!
I love my record collection,How lovely!
I love my school,How lovely!
I love my tattoos,How lovely!
I love mysteries,How lovely!
I love mystery novels,How lovely!
I love my new car,How lovely!
I love Maui,How lovely!
I love meditation,How lovely!
I love Mexican food,How lovely!
I love Mexico,How lovely!
I love Milan,How lovely!
I love milkshakes,How lovely!
I love mondays,How lovely!
I love my haircut,How lovely!
I love monkies,How lovely!
I love my grandmother,How lovely!
I love my alma mater,How lovely!
I love my car,How lovely!
I love my cat,How lovely!
I love my dog,How lovely!
I love my girlfriend,How lovely!
I love fishing,How lovely!
I love money,How lovely!
I love cats,How lovely!
I love bison,How lovely!
I love board games,How lovely!
I love bowling,How lovely!
I love breakfast in bed,How lovely!
I love brunch,How lovely!
I love burgers,How lovely!
I love football,How lovely!
I love Canada,How lovely!
I love being sad,How lovely!
I love cereal,How lovely!
I love chatting,How lovely!
I love cheese,How lovely!
I love chick flicks,How lovely!
I love chicken,How lovely!
I love Chinese food,How lovely!
I love camping,How lovely!
I love baking,How lovely!
I love a good book,How lovely!
I love a good conversation,How lovely!
I love a spirited debate,How lovely!
I love adventure books,How lovely!
I love alcohol,How lovely!
I love America,How lovely!
I love amusement parks,How lovely!
I love birds,How lovely!
I love bacon,How lovely!
I love biking,How lovely!
I love ballroom dancing,How lovely!
I love Barcelona,How lovely!
I love bears,How lovely!
I love being happy,How lovely!
I love being in love,How lovely!
I love being inspired,How lovely!
I love church,How lovely!
I love avocado toast,How lovely!
I love eating,How lovely!
I love chocolate,How lovely!
I love donuts,How lovely!
I love drawing,How lovely!
I love dreaming,How lovely!
I love driving my car,How lovely!
I love ducks,How lovely!
I love dogs,How lovely!
I love Easter,How lovely!
I love deer,How lovely!
I love EDM,How lovely!
I love emus,How lovely!
I love face masks,How lovely!
I love fantasy books,How lovely!
I love feeling happy,How lovely!
I love feeling sad,How lovely!
I love NYC,How lovely!
I love eagles,How lovely!
I love cougars,How lovely!
I love flirting,How lovely!
I love classical,How lovely!
I love clubbing,How lovely!
I love coffee,How lovely!
I love collecting things,How lovely!
I love coloring books,How lovely!
I love comedy,How lovely!
I love dolphins,How lovely!
I love cooking,How lovely!
I love Christmas,How lovely!
I love country,How lovely!
I love country music,How lovely!
I love cows,How lovely!
I love crossfit,How lovely!
I love crossword puzzles,How lovely!
I love cuddling,How lovely!
I love dancing,How lovely!
I love comic con,How lovely!
I love to learn,How lovely!
I love to go shopping,How lovely!
I love to go to concerts,How lovely!
I love to go to school,How lovely!
I love to go to the gym,How lovely!
I love to go to the theater,How lovely!
I love to go to work,How lovely!
I love thursdays,How lovely!
I love to laugh,How lovely!
I love to eat burgers,How lovely!
I love to learn new things,How lovely!
I love to make art,How lovely!
I love to meditate,How lovely!
I love to paint,How lovely!
I love to party,How lovely!
I love to play cards,How lovely!
I love to play games,How lovely!
I love to hike,How lovely!
I love to dream,How lovely!
I love New Zealand,How lovely!
I love to be surprised,How lovely!
I love to collect comic books,How lovely!
I love to cuddle,How lovely!
I love to dance,How lovely!
I love to do laundry,How lovely!
I love to fold clothing,How lovely!
I love to draw,How lovely!
I love to exercise,How lovely!
I love to drink,How lovely!
I love to drink beer,How lovely!
I love to drink tea,How lovely!
I love to drink wine,How lovely!
I love to eat,How lovely!
I love to eat breakfast,How lovely!
I love to play pool,How lovely!
I love to do yoga,How lovely!
I love watching soccer,How lovely!
I love to play piano,How lovely!
I love trees,How lovely!
I love trivia,How lovely!
I love Vegas,How lovely!
I love video games,How lovely!
I love tomatoes,How lovely!
I love watching football,How lovely!
I love Tokyo,How lovely!
I love watching TV,How lovely!
I love water,How lovely!
I love wednesdays,How lovely!
I love weed,How lovely!
I love wine,How lovely!
I love woodworking,How lovely!
I love working out,How lovely!
I love watching baseball,How lovely!
I love to stay up late,How lovely!
I love this song,How lovely!
I love to play sports,How lovely!
I love to play video games,How lovely!
I love to read the news,How lovely!
I love to ride my bike,How lovely!
I love to sing,How lovely!
I love to sleep,How lovely!
I love traveling,How lovely!
I love to smoke,How lovely!
I love to play poker,How lovely!
I love to tidy up,How lovely!
I love to travel,How lovely!
I love to try new restaurants,How lovely!
I love to try new things,How lovely!
I love to wake up early,How lovely!
I love to walk in the park,How lovely!
I love to work out,How lovely!
I love to sleep in,How lovely!
I love running,How lovely!
I love puzzles,How lovely!
I love rainy days,How lovely!
I love rap,How lovely!
I love reading,How lovely!
I love rings,How lovely!
I love rock climbing,How lovely!
I love to barbecue,How lovely!
I love romantic comedies,How lovely!
I love pop,How lovely!
I love sailing,How lovely!
I love San Diego,How lovely!
I love saturdays,How lovely!
I love science fiction,How lovely!
I love sculpting,How lovely!
I love Seattle,How lovely!
I love sewing,How lovely!
I love romance novels,How lovely!
I'm in love,How lovely!
I love origami,How lovely!
I love painting,How lovely!
I love Paris,How lovely!
I love peanut butter,How lovely!
I love penguins,How lovely!
I love pineapple,How lovely!
I love pumpkin pie,How lovely!
I love playing baseball,How lovely!
I love pot,How lovely!
I love playing soccer,How lovely!
I love playing video games,How lovely!
I love podcasts,How lovely!
I love poetry,How lovely!
I love politics,How lovely!
I love sleeping in,How lovely!
I love pizza,How lovely!
I love the smell of fresh baked bread,How lovely!
I love shopping,How lovely!
I love the Fourth of July,How lovely!
I love the future,How lovely!
I love the Grand Canyon,How lovely!
I love the holiday seasons,How lovely!
I love the holidays,How lovely!
I love the library,How lovely!
I love the constitution,How lovely!
I love the past,How lovely!
I love that song,How lovely!
I love the smell of the rain,How lovely!
I love the spring,How lovely!
I love the stars,How lovely!
I love the summer,How lovely!
I love the sun,How lovely!
I love the winter,How lovely!
I love the zoo,How lovely!
I love the moon,How lovely!
I love tacos,How lovely!
I love NOLA,How lovely!
I love smoking,How lovely!
I love smooth jazz,How lovely!
I love strawberries,How lovely!
I love stuffed animals,How lovely!
I love sundays,How lovely!
I love sunny days,How lovely!
I love the fall,How lovely!
I love swimming,How lovely!
I love skiing,How lovely!
I love taking baths,How lovely!
I love talk shows,How lovely!
I love teriyaki,How lovely!
I love Thai food,How lovely!
I love Thanksgiving,How lovely!
I love that movie,How lovely!
I love that show,How lovely!
I love sushi,How lovely!
I'm feeling blue,I'm wishing for really good things for you.
I'm feeling down,I'm wishing for really good things for you.
I feel broken hearted,I'm wishing for really good things for you.
I'm feeling dejected,I'm wishing for really good things for you.
I'm feeling glum,I'm wishing for really good things for you.
I'm tired of feeling so inconsolable all the time,I'm wishing for really good things for you.
I feel melancholy,I'm wishing for really good things for you.
I feel miserable today,I'm wishing for really good things for you.
I feel sad,I'm wishing for really good things for you.
I feel depressed,I'm wishing for really good things for you.
I wish I could stop feeling unhappy,I'm wishing for really good things for you.
I wish I could stop feeling downcast,I'm wishing for really good things for you.
I wish I could stop feeling downhearted,I'm wishing for really good things for you.
I wish I could stop feeling gloomy,I'm wishing for really good things for you.
I wish I could stop feeling glum,I'm wishing for really good things for you.
I wish I could stop feeling inconsolable,I'm wishing for really good things for you.
I wish I could stop feeling melancholy,I'm wishing for really good things for you.
I'm despairing,I'm wishing for really good things for you.
I wish I could stop feeling sad,I'm wishing for really good things for you.
I wish I could stop feeling despairing,I'm wishing for really good things for you.
I'm blue,I'm wishing for really good things for you.
I'm blue today,I'm wishing for really good things for you.
I'm broken hearted,I'm wishing for really good things for you.
I'm broken hearted today,I'm wishing for really good things for you.
I'm dejected,I'm wishing for really good things for you.
Being sad is the worst,I'm wishing for really good things for you.
I wish I could stop feeling miserable,I'm wishing for really good things for you.
I hate depression,I'm wishing for really good things for you.
I feel miserable,I'm wishing for really good things for you.
I feel pretty bummed out,I'm wishing for really good things for you.
I feel sad today,I'm wishing for really good things for you.
I feel unhappy,I'm wishing for really good things for you.
I wish I could stop feeling down,I'm wishing for really good things for you.
I am depressed,I'm wishing for really good things for you.
I wish I could stop feeling despondent,I'm wishing for really good things for you.
I hate feeling down,I'm wishing for really good things for you.
I hate feeling sad constantly,I'm wishing for really good things for you.
I hate feeling sad every day,I'm wishing for really good things for you.
I wish I could stop feeling blue,I'm wishing for really good things for you.
I wish I could stop feeling broken hearted,I'm wishing for really good things for you.
I wish I could stop feeling dejected,I'm wishing for really good things for you.
I'm despondent,I'm wishing for really good things for you.
I feel unhappy today,I'm wishing for really good things for you.
I'm feeling in despair today,I'm wishing for really good things for you.
I'm feeling downcast today,I'm wishing for really good things for you.
I'm feeling downhearted today,I'm wishing for really good things for you.
I'm feeling dumps,I'm wishing for really good things for you.
I'm feeling gloomy,I'm wishing for really good things for you.
I'm feeling gloomy today,I'm wishing for really good things for you.
I'm dejected today,I'm wishing for really good things for you.
I'm feeling hopeless,I'm wishing for really good things for you.
I'm feeling despondent today,I'm wishing for really good things for you.
I'm feeling inconsolable today,I'm wishing for really good things for you.
I'm feeling melancholy today,I'm wishing for really good things for you.
I'm feeling miserable today,I'm wishing for really good things for you.
I'm feeling out,I'm wishing for really good things for you.
I'm feeling sad,I'm wishing for really good things for you.
I'm feeling sad today,I'm wishing for really good things for you.
I'm feeling glum today,I'm wishing for really good things for you.
I'm despondent today,I'm wishing for really good things for you.
I'm down,I'm wishing for really good things for you.
I'm down today,I'm wishing for really good things for you.
I'm downcast,I'm wishing for really good things for you.
I'm downcast today,I'm wishing for really good things for you.
I'm downhearted,I'm wishing for really good things for you.
I'm feeling down today,I'm wishing for really good things for you.
I'm feeling a little down today,I'm wishing for really good things for you.
I'm feeling blue today,I'm wishing for really good things for you.
I'm feeling broken hearted,I'm wishing for really good things for you.
I'm feeling broken hearted today,I'm wishing for really good things for you.
I'm feeling bummed today,I'm wishing for really good things for you.
I'm feeling dejected today,I'm wishing for really good things for you.
I feel inconsolable today,I'm wishing for really good things for you.
I'm downhearted today,I'm wishing for really good things for you.
I am usually bummed out,I'm wishing for really good things for you.
I am in despair,I'm wishing for really good things for you.
I am inconsolable,I'm wishing for really good things for you.
I am melancholy,I'm wishing for really good things for you.
I am miserable,I'm wishing for really good things for you.
I am sad,I'm wishing for really good things for you.
I am so utterly bummed out,I'm wishing for really good things for you.
I feel melancholy today,I'm wishing for really good things for you.
I am unhappy,I'm wishing for really good things for you.
I am feeling broken hearted,I'm wishing for really good things for you.
I am usually sad,I'm wishing for really good things for you.
I can't stand feeling so blue,I'm wishing for really good things for you.
I can't stand feeling so broken hearted,I'm wishing for really good things for you.
I can't stand feeling so dejected,I'm wishing for really good things for you.
I can't stand feeling so despairing,I'm wishing for really good things for you.
I can't stand feeling so despondent,I'm wishing for really good things for you.
I am the saddest person in the world,I'm wishing for really good things for you.
I am dejected,I'm wishing for really good things for you.
Depression is such a bummer,I'm wishing for really good things for you.
Depression is the worst,I'm wishing for really good things for you.
Every day I feel down,I'm wishing for really good things for you.
Feeling down is the worst,I'm wishing for really good things for you.
Being depressed is the worst,I'm wishing for really good things for you.
I am always sad,I'm wishing for really good things for you.
I am glum,I'm wishing for really good things for you.
I am broken hearted,I'm wishing for really good things for you.
I am gloomy,I'm wishing for really good things for you.
I am always depressed,I'm wishing for really good things for you.
I am despondent,I'm wishing for really good things for you.
I am down,I'm wishing for really good things for you.
I am down in the dumps,I'm wishing for really good things for you.
I am downcast,I'm wishing for really good things for you.
I am downhearted,I'm wishing for really good things for you.
I can't stand feeling so downhearted,I'm wishing for really good things for you.
I am blue,I'm wishing for really good things for you.
I feel downhearted today,I'm wishing for really good things for you.
I can't stand feeling so down,I'm wishing for really good things for you.
I feel despondent today,I'm wishing for really good things for you.
I feel down,I'm wishing for really good things for you.
I feel down in the dumps,I'm wishing for really good things for you.
I feel down today,I'm wishing for really good things for you.
I feel downcast,I'm wishing for really good things for you.
I feel dejected today,I'm wishing for really good things for you.
I feel downhearted,I'm wishing for really good things for you.
I feel dejected,I'm wishing for really good things for you.
I feel gloomy,I'm wishing for really good things for you.
I feel gloomy today,I'm wishing for really good things for you.
I feel glum,I'm wishing for really good things for you.
I feel glum today,I'm wishing for really good things for you.
I feel hopeless,I'm wishing for really good things for you.
I feel inconsolable,I'm wishing for really good things for you.
I'm full of sadness,I'm wishing for really good things for you.
I feel downcast today,I'm wishing for really good things for you.
I couldn't be more dejected,I'm wishing for really good things for you.
I can't stand feeling so gloomy,I'm wishing for really good things for you.
I can't stand feeling so glum,I'm wishing for really good things for you.
I can't stand feeling so inconsolable,I'm wishing for really good things for you.
I can't stand feeling so melancholy,I'm wishing for really good things for you.
I can't stand feeling so miserable,I'm wishing for really good things for you.
I feel despondent,I'm wishing for really good things for you.
I can't stand feeling so unhappy,I'm wishing for really good things for you.
I can't stand feeling so downcast,I'm wishing for really good things for you.
I feel blue,I'm wishing for really good things for you.
I feel blue today,I'm wishing for really good things for you.
I feel broken hearted today,I'm wishing for really good things for you.
I feel bummed,I'm wishing for really good things for you.
I feel bummed out,I'm wishing for really good things for you.
I feel bummy today,I'm wishing for really good things for you.
I can't stand feeling so sad,I'm wishing for really good things for you.
I hate feeling despondent,I'm wishing for really good things for you.
When will I ever stop feeling so unhappy?,I'm wishing for really good things for you.
I hate feeling sad,I'm wishing for really good things for you.
I hate feeling unhappy,I'm wishing for really good things for you.
I hate feeling miserable,I'm wishing for really good things for you.
I hate feeling blue,I'm wishing for really good things for you.
I hate feeling gloomy,I'm wishing for really good things for you.
Today has made me sad,I'm wishing for really good things for you.
I hate feeling downhearted,I'm wishing for really good things for you.
When will I ever stop feeling so melancholy?,I'm wishing for really good things for you.
I hate feeling glum,I'm wishing for really good things for you.
I hate feeling melancholy,I'm wishing for really good things for you.
I hate feeling like I'm in despair,I'm wishing for really good things for you.
I hate feeling dejected,I'm wishing for really good things for you.
I hate feeling inconsolable,I'm wishing for really good things for you.
I hate feeling like I'm broken hearted,I'm wishing for really good things for you.
I hate feeling downcast,I'm wishing for really good things for you.
When will I ever stop feeling so despondent?,I'm wishing for really good things for you.
I'm feeling unhappy today,I'm wishing for really good things for you.
Today is just a little sad,I'm wishing for really good things for you.
Today made me sad,I'm wishing for really good things for you.
What can I say? I'm just feeling sad,I'm wishing for really good things for you.
When will I ever stop feeling so blue?,I'm wishing for really good things for you.
When will I ever stop feeling so broken hearted?,I'm wishing for really good things for you.
When will I ever stop feeling so sad?,I'm wishing for really good things for you.
When will I ever stop feeling so despairing?,I'm wishing for really good things for you.
When will I ever stop feeling so miserable?,I'm wishing for really good things for you.
When will I ever stop feeling so down?,I'm wishing for really good things for you.
When will I ever stop feeling so downcast?,I'm wishing for really good things for you.
When will I ever stop feeling so downhearted?,I'm wishing for really good things for you.
When will I ever stop feeling so gloomy?,I'm wishing for really good things for you.
When will I ever stop feeling so glum?,I'm wishing for really good things for you.
When will I ever stop feeling so inconsolable?,I'm wishing for really good things for you.
When will I ever stop feeling so dejected?,I'm wishing for really good things for you.
Today is just a little depressed,I'm wishing for really good things for you.
I am usually depressed,I'm wishing for really good things for you.
"Listen, I'm just depressed",I'm wishing for really good things for you.
My life is just depressing,I'm wishing for really good things for you.
My life is so depressed,I'm wishing for really good things for you.
My whole life is depressing,I'm wishing for really good things for you.
Sometimes I just feel depressed,I'm wishing for really good things for you.
Lately I've been so depressed,I'm wishing for really good things for you.
Today has made me depressed,I'm wishing for really good things for you.
I've been depressed all day,I'm wishing for really good things for you.
This week has been depressing,I'm wishing for really good things for you.
Today made me depressed,I'm wishing for really good things for you.
What can I say? I'm just feeling depressed,I'm wishing for really good things for you.
When will I ever stop feeling so depressed?,I'm wishing for really good things for you.
I feel so melancholy,I'm wishing for really good things for you.
My life makes me sad,I'm wishing for really good things for you.
I have no life,I'm wishing for really good things for you.
This week has made me depressed,I'm wishing for really good things for you.
I'm depressed,I'm wishing for really good things for you.
Today has been depressing,I'm wishing for really good things for you.
I feel depressed today,I'm wishing for really good things for you.
I hate being depressed,I'm wishing for really good things for you.
I hate feeling depressed,I'm wishing for really good things for you.
I hate feeling depressed constantly,I'm wishing for really good things for you.
I hate feeling depressed every day,I'm wishing for really good things for you.
Life is so depressing,I'm wishing for really good things for you.
I wish I could stop feeling depressed,I'm wishing for really good things for you.
I can't stand feeling so depressed,I'm wishing for really good things for you.
I'm depressed today,I'm wishing for really good things for you.
I'm feeling depressed,I'm wishing for really good things for you.
I'm feeling depressed today,I'm wishing for really good things for you.
I'm just feeling a bit depressed today,I'm wishing for really good things for you.
I'm really depressed,I'm wishing for really good things for you.
I'm so depressed,I'm wishing for really good things for you.
I'm tired of feeling so depressed all the time,I'm wishing for really good things for you.
Depressing day today,I'm wishing for really good things for you.
I'm tired of feeling so downcast all the time,I'm wishing for really good things for you.
I'm sad today,I'm wishing for really good things for you.
I'm so sad,I'm wishing for really good things for you.
I'm tired of feeling so blue all the time,I'm wishing for really good things for you.
I'm tired of feeling so broken hearted all the time,I'm wishing for really good things for you.
I'm tired of feeling so dejected all the time,I'm wishing for really good things for you.
I'm tired of feeling so despairing all the time,I'm wishing for really good things for you.
Today has me feeling blue,I'm wishing for really good things for you.
I'm tired of feeling so down all the time,I'm wishing for really good things for you.
I'm out of sorts,I'm wishing for really good things for you.
I'm tired of feeling so downhearted all the time,I'm wishing for really good things for you.
I'm tired of feeling so gloomy all the time,I'm wishing for really good things for you.
I'm tired of feeling so glum all the time,I'm wishing for really good things for you.
I'm tired of feeling so melancholy all the time,I'm wishing for really good things for you.
I'm tired of feeling so miserable all the time,I'm wishing for really good things for you.
I'm tired of feeling so despondent all the time,I'm wishing for really good things for you.
I'm inconsolable today,I'm wishing for really good things for you.
My life is sad,I'm wishing for really good things for you.
I'm gloomy,I'm wishing for really good things for you.
I'm gloomy today,I'm wishing for really good things for you.
I'm glum,I'm wishing for really good things for you.
I'm glum today,I'm wishing for really good things for you.
I'm heartbroken,I'm wishing for really good things for you.
I'm sad,I'm wishing for really good things for you.
I'm in despair today,I'm wishing for really good things for you.
I'm really sad,I'm wishing for really good things for you.
I'm inconsolable,I'm wishing for really good things for you.
I'm just feeling a bit sad today,I'm wishing for really good things for you.
I'm melancholy,I'm wishing for really good things for you.
I'm melancholy today,I'm wishing for really good things for you.
I'm miserable today,I'm wishing for really good things for you.
I'm miserable,I'm wishing for really good things for you.
I'm unhappy,I'm wishing for really good things for you.
I'm in despair,I'm wishing for really good things for you.
My life is so sad,I'm wishing for really good things for you.
I'm tired of feeling so sad all the time,I'm wishing for really good things for you.
Life always sucks,I'm wishing for really good things for you.
Life is depressing,I'm wishing for really good things for you.
Life is heartbreaking,I'm wishing for really good things for you.
Life is miserable,I'm wishing for really good things for you.
Life is sad,I'm wishing for really good things for you.
Lately I've been so sad,I'm wishing for really good things for you.
my life is depressing,I'm wishing for really good things for you.
Lately I've been so miserable,I'm wishing for really good things for you.
My spirits are terrible,I'm wishing for really good things for you.
My life is miserable,I'm wishing for really good things for you.
Sad day today,I'm wishing for really good things for you.
Sometimes I feel bummed out,I'm wishing for really good things for you.
Sometimes I just feel sad,I'm wishing for really good things for you.
This week has made me sad,I'm wishing for really good things for you.
Today has been a trying day,I'm wishing for really good things for you.
"Listen, I'm just sad",I'm wishing for really good things for you.
Lately I've been so despondent,I'm wishing for really good things for you.
I'm feeling woeful,I'm wishing for really good things for you.
I'm unhappy today,I'm wishing for really good things for you.
I've been sad all day,I'm wishing for really good things for you.
Just feeling a tad down,I'm wishing for really good things for you.
Lately I've been so blue,I'm wishing for really good things for you.
Lately I've been so broken hearted,I'm wishing for really good things for you.
Lately I've been so unhappy,I'm wishing for really good things for you.
Lately I've been so despairing,I'm wishing for really good things for you.
I'm tired of feeling so unhappy all the time,I'm wishing for really good things for you.
Lately I've been so down,I'm wishing for really good things for you.
Lately I've been so downcast,I'm wishing for really good things for you.
Lately I've been so downhearted,I'm wishing for really good things for you.
Lately I've been so gloomy,I'm wishing for really good things for you.
Lately I've been so glum,I'm wishing for really good things for you.
Lately I've been so inconsolable,I'm wishing for really good things for you.
Lately I've been so melancholy,I'm wishing for really good things for you.
Lately I've been so dejected,I'm wishing for really good things for you.
I think I'm going to overdose,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.
I think I'm going to die,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.
I'm planning to cut myself today,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.
I'm planning to end it all today,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.
I think I'm going to take pills,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.
I want to hurt myself,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.
I think I'm going to jump off a bridge,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.
I'm planning to drown soon,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.
I'm going to kill myself with a gun this week,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.
I'm going to commit suicide,The National Suicide Prevention Lifeline is available 24/7. You can call 1-800-273-8255 or visit www.suicidepreventionlifeline.org.
